ID,NAME,GLOTTOCODE,PROXY
KADIWEU,KADIWEU,kadi1248,
KADORIH,KADORIH,otda1235,
KADUO,KADUO,kadu1253,
KAERA,KAERA,kaer1234,
KAETI_DUMUT,KAETI_DUMUT,mand1444,
KAFOA,KAFOA,kafo1240,
KAGATE,KAGATE,kaga1252,
KAGAYANEN,KAGAYANEN,kaga1256,
KAGOMA,KAGOMA,kago1247,
KAGULU,KAGULU,kagu1239,
KAHE,KAHE,kahe1238,
KAHUA,KAHUA,kahu1241,
KAHUGU,KAHUGU,gbir1241,
KAIAN,KAIAN,kaia1245,
KAIDIPANG,KAIDIPANG,kaid1239,
KAIEP,KAIEP,kaie1237,
KAIKE,KAIKE,kaik1246,
KAIMBULAWA,KAIMBULAWA,kaim1241,
KAINGANG,KAINGANG,kain1272,
KAIPI,KAIPI,orok1267,
KAIRIRU,KAIRIRU,kair1263,
KAIWA,KAIWA,iwal1237,
KAIY,KAIY,kaiy1239,
KAJAKSE,KAJAKSE,kaja1254,
KAJGIR,KAJGIR,kaya1328,
KAKABE,KAKABE,kaka1265,
KAKANDA,KAKANDA,kaka1264,
KAKI_AE,KAKI_AE,kaki1249,
KAKO,KAKO,kako1242,
KAKUA,KAKUA,cacu1241,
KAKWA,KAKWA,kakw1240,
KALAALLISUT,KALAALLISUT,kala1399,
KALABARI,KALABARI,kala1381,
KALABRA_2,KALABRA_2,kala1256,
KALAGAN,KALAGAN,taga1268,
KALAGAN_KAAGAN,KALAGAN_KAAGAN,kaga1255,
KALAM,KALAM,kala1397,
KALAMI,KALAMI,kala1373,
KALANGA,KALANGA,kala1384,
KALAPUYA,KALAPUYA,kala1400,
KALAQIN,KALAQIN,peri1253,
KALA_LAGGAW_YA,KALA_LAGGAW_YA,kala1377,
KALENJIN,KALENJIN,kips1239,
KALI,KALI,kare1338,
KALINA,KALINA,gali1262,
KALINGA_GUINAANG,KALINGA_GUINAANG,lubu1243,
KALKOTI,KALKOTI,kalk1245,
KALKUTUNG,KALKUTUNG,kalk1246,
KALLAHAN_KAYAPA_PROPER,KALLAHAN_KAYAPA_PROPER,ahin1234,
KALMYK,KALMYK,kalm1243,
KALONG,KALONG,yang1293,
KALOU,KALOU,kalo1262,
KALULI,KALULI,kalu1248,
KAM,KAM,nort2735,
KAMAKAN,KAMAKAN,kama1372,
KAMAN,KAMAN,miju1243,
KAMANG,KAMANG,kama1365,
KAMANO_KAFE,KAMANO_KAFE,kama1370,
KAMANTON,KAMANTON,kama1358,
KAMARA,KAMARA,kama1357,
KAMARU,KAMARU,kama1364,
KAMAS,KAMAS,kama1351,
KAMASA,KAMASA,kama1360,
KAMAYURA,KAMAYURA,kama1373,
KAMBA,KAMBA,wagi1249,
KAMBAATA,KAMBAATA,kamb1316,
KAMBAIRA,KAMBAIRA,kamb1303,
KAMBA_3,KAMBA_3,kamb1297,
KAMBERA,KAMBERA,kamb1299,
KAMBERAU,KAMBERAU,kamb1302,
KAMBOA,KAMBOA,panc1247,
KAMBRAM,KAMBRAM,erok1237,
KAMI,KAMI,kami1256,
KAMIKATETSU_KIKAI,KAMIKATETSU_KIKAI,kika1239,
KAMINO,KAMINO,batu1255,
KAMI_NIGERIA,KAMI_NIGERIA,kami1258,
KAMKAM,KAMKAM,mvan1238,
KAMOR,KAMOR,kamu1258,
KAMORO,KAMORO,kamo1255,
KAMSA,KAMSA,cams1241,
KAMTOK,KAMTOK,came1254,
KAMULA,KAMULA,kamu1260,
KAM_KA_KE,KAM_KA_KE,xamm1241,
KAM_NIGERIA,KAM_NIGERIA,kamm1249,
KANA,KANA,khan1278,
KANAKANABU,KANAKANABU,kana1286,
KANASHI,KANASHI,kana1283,
KANDAS,KANDAS,kand1301,
KANDAWO,KANDAWO,kand1303,
KANDE,KANDE,kand1300,
KANEMBU,KANEMBU,kane1243,
KANGA,KANGA,kang1288,
KANGIRYUARMIUTUN,KANGIRYUARMIUTUN,west2618,
KANGJIA,KANGJIA,kang1281,
KANIET,KANIET,kani1282,
KANIKAKAN,KANIKAKAN,woro1256,
KANINGI,KANINGI,kani1279,
KANINGRA,KANINGRA,kani1285,
KANITE,KANITE,kani1286,
KANJU,KANJU,kanj1260,
KANKANAEY,KANKANAEY,kank1243,
KANKANAY_NORTHERN,KANKANAY_NORTHERN,nort2877,
KANNADA,KANNADA,nucl1305,
KANO,KANO,haus1257,
KANOE,KANOE,kano1245,
KANSA,KANSA,kans1243,
KANURI,KANURI,cent2050,
KANYOK,KANYOK,kany1247,
KAONDE,KAONDE,kaon1241,
KAPAMPANGAN,KAPAMPANGAN,pamp1243,
KAPAU,KAPAU,hamt1247,
KAPAUKU,KAPAUKU,ekar1243,
KAPAURI,KAPAURI,kapo1250,
KAPINGAMARANGI,KAPINGAMARANGI,kapi1249,
KAPONG_BARU,KAPONG_BARU,kais1235,
KAPRIMAN,KAPRIMAN,kapr1245,
KAPTIAU,KAPTIAU,kapt1235,
KARA,KARA,kara1482,
KARACHAY_BALKAR,KARACHAY_BALKAR,kara1465,
KARADJERI,KARADJERI,kara1476,
KARAIM,KARAIM,kara1464,
KARAJA,KARAJA,kara1500,
KARAKALPAK,KARAKALPAK,kara1467,
KARANG,KARANG,kara1478,
KARANKAWA,KARANKAWA,kara1289,
KARAS,KARAS,kara1499,
KARATA,KARATA,kara1474,
KARAWA,KARAWA,kara1495,
KARA_2,KARA_2,kara1481,
KARA_PNG,KARA_PNG,kara1486,
KARBI,KARBI,karb1241,
KARE,KARE,kare1341,
KAREKARE,KAREKARE,kare1348,
KARELIAN,KARELIAN,kare1335,
KAREN_GEBA,KAREN_GEBA,geba1237,
KAREN_MANUMANAW,KAREN_MANUMANAW,manu1255,
KAREN_PAO,KAREN_PAO,paok1235,
KAREN_PWO_EASTERN,KAREN_PWO_EASTERN,pwoe1235,
KAREN_PWO_WESTERN,KAREN_PWO_WESTERN,pwow1235,
KAREN_SGAW,KAREN_SGAW,sgaw1245,
KAREN_YINBAW,KAREN_YINBAW,yinb1236,
KAREN_YINTALE,KAREN_YINTALE,yint1235,
KARI,KARI,kari1306,
KARIMOJONG,KARIMOJONG,kara1483,
KARINGANI,KARINGANI,kari1303,
KARIPUNA_CREOLE,KARIPUNA_CREOLE,kari1301,
KARIRI,KARIRI,kari1255,
KARITIANA,KARITIANA,kari1311,
KARIYA,KARIYA,kari1316,
KARKIN,KARKIN,kark1259,
KARKO,KARKO,kark1256,
KARO,KARO,karo1297,
KAROK,KAROK,karo1304,
KARON,KARON,karo1294,
KARON_DORI,KARON_DORI,karo1303,
KARO_BATAK,KARO_BATAK,bata1293,
KARO_BRAZIL,KARO_BRAZIL,karo1305,
KASANGA,KASANGA,kasa1248,
KASEM,KASEM,kase1253,
KASHAYA,KASHAYA,kash1280,
KASHMIRI,KASHMIRI,kash1277,
KASHUBIAN,KASHUBIAN,kash1274,
KASKA,KASKA,kask1239,
KASONG,KASONG,chon1284,
KASUA,KASUA,kasu1251,
KATAWIXI,KATAWIXI,kata1270,
KATBOL,KATBOL,katb1237,
KATE,KATE,kate1253,
KATHLAMET,KATHLAMET,kath1253,
KATIATI,KATIATI,mumm1238,
KATINGAN,KATINGAN,ngaj1237,
KATLA,KATLA,katl1237,
KATO,KATO,kato1244,
KATSO,KATSO,kats1235,
KATU,KATU,phuo1238,
KATUKINA,KATUKINA,kana1291,
KATU_EASTERN,KATU_EASTERN,east1236,
KAUEN,KAUEN,juho1239,
KAUGAT,KAUGAT,atoh1238,
KAULONG,KAULONG,kaul1240,
KAURNA,KAURNA,kaur1267,
KAVALAN,KAVALAN,kava1241,
KAWACHA,KAWACHA,kawa1276,
KAWAIISU,KAWAIISU,kawa1283,
KAWE,KAWE,kawe1240,
KAWKI,KAWKI,jaqa1244,
KAXARARI,KAXARARI,kaxa1239,
KAXINAWA,KAXINAWA,cash1254,
KAXUYANA,KAXUYANA,kaxu1237,
KAYABI,KAYABI,kaya1329,
KAYAH_LI_EASTERN,KAYAH_LI_EASTERN,east2342,
KAYAH_WESTERN,KAYAH_WESTERN,west2409,
KAYAN,KAYAN,kaya1315,
KAYAPO,KAYAPO,kaya1330,
KAYARDILD,KAYARDILD,kaya1319,
KAYELI,KAYELI,kaye1241,
KAYTETYE,KAYTETYE,kayt1238,
KAYUPULAU,KAYUPULAU,kayu1243,
KAZAKH,KAZAKH,kaza1248,
KAZUKURU,KAZUKURU,kazu1245,
KEAPARA,KEAPARA,keap1239,
KEBWE,KEBWE,bang1350,
KEDANG,KEDANG,keda1252,
KEDER,KEDER,kede1239,
KEFA,KEFA,kafa1242,
KEHU,KEHU,kehu1238,
KEI,KEI,keii1239,
KEIGA,KEIGA,keig1242,
KEIYO,KEIYO,keiy1238,
KEKCHI,KEKCHI,kekc1242,
KELA,KELA,kela1255,
KELIKO,KELIKO,keli1248,
KEMAK,KEMAK,kema1243,
KEMANT,KEMANT,qima1242,
KEMBERANO,KEMBERANO,kemb1235,
KEMBRA,KEMBRA,kemb1250,
KEMEZUNG,KEMEZUNG,keme1240,
KEMIE,KEMIE,manm1238,
KEMTUIK,KEMTUIK,kemt1242,
KENABOI_1,KENABOI_1,kena1236,
KENDEM,KENDEM,kend1252,
KENGA,KENGA,keng1240,
KENSIW,KENSIW,kens1248,
KENSWEINSEI,KENSWEINSEI,kens1251,
KENYANG,KENYANG,keny1279,
KENZI,KENZI,kenu1243,
KEO,KEO,keoo1238,
KERA,KERA,kera1255,
KERAK,KERAK,kera1248,
KERAMIN,KERAMIN,kera1256,
KEREWE,KEREWE,kere1283,
KEREWO,KEREWO,kere1286,
KERINCI,KERINCI,keri1250,
KESAWAI,KESAWAI,kesa1244,
KET,KET,kett1243,
KETANGALAN,KETANGALAN,keta1243,
KETE,KETE,kete1252,
KETENGBAN_BIME,KETENGBAN_BIME,kete1254,
KETUM,KETUM,ketu1238,
KEURU,KEURU,keor1235,
KEWA,KEWA,west2599,
KEWA_EAST,KEWA_EAST,east2516,
KHAKAS,KHAKAS,khak1248,
KHALAJ_IRAN,KHALAJ_IRAN,turk1303,
KHALING,KHALING,khal1275,
KHAM,KHAM,gama1251,
KHAMNIGAN_MONGOL,KHAMNIGAN_MONGOL,kham1281,
KHAMTI,KHAMTI,kham1290,
KHAMYANG,KHAMYANG,kham1291,
KHANG,KHANG,khan1274,
KHANTY,KHANTY,khan1273,
KHARIA,KHARIA,khar1287,
KHARIA_THAR,KHARIA_THAR,khar1283,
KHASI,KHASI,khas1269,
KHE,KHE,khee1238,
KHETRANI,KHETRANI,khet1238,
KHEZHA,KHEZHA,khez1235,
KHINALUG,KHINALUG,khin1240,
KHISA,KHISA,khis1238,
KHMER,KHMER,cent1989,
KHMU,KHMU,khmu1256,
KHWARSHI,KHWARSHI,khva1239,
KHWOPA_NEWAR,KHWOPA_NEWAR,newa1246,
KIBERA_KENYA,KIBERA_KENYA,nubi1253,
KIBET,KIBET,kibe1241,
KIBIRI,KIBIRI,kibi1239,
KICHE,KICHE,kich1262,
KICHEE_RABINAL,KICHEE_RABINAL,achi1256,
KICKAPOO,KICKAPOO,kick1244,
KIHA,KIHA,bamb1270,
KILDIN_SAAMI,KILDIN_SAAMI,kild1236,
KILIVILA,KILIVILA,kili1267,
KILIWA,KILIWA,kili1268,
KILMERI,KILMERI,kilm1241,
KILUBA,KILUBA,luba1250,
KIM,KIM,kimm1246,
KIMAGHAMA,KIMAGHAMA,kima1246,
KIMARAGANG,KIMARAGANG,kima1244,
KIMBU,KIMBU,kimb1242,
KIMKI,KIMKI,kimk1238,
KINALAKNA,KINALAKNA,kina1251,
KINARAY_A,KINARAY_A,kina1250,
KINIAGEIMA,KINIAGEIMA,sili1249,
KINIKINAU,KINIKINAU,guan1270,
KINNAURI,KINNAURI,kinn1249,
KINTAQ,KINTAQ,kint1239,
KIONG,KIONG,kion1242,
KIOWA,KIOWA,kiow1266,
KIOWA_APACHE,KIOWA_APACHE,kiow1264,
KIPUT,KIPUT,kipu1237,
KIRE,KIRE,kire1240,
KIRFI,KIRFI,giiw1236,
KIRIBATI,KIRIBATI,gilb1244,
KIRIKIRI,KIRIKIRI,kiri1256,
KIRMA,KIRMA,cerm1238,
KIRMANJKI,KIRMANJKI,kirm1248,
KIRYA_KONZEL,KIRYA_KONZEL,kiry1234,
KIR_BALAR,KIR_BALAR,kirb1236,
KIS,KIS,kiss1246,
KISAR,KISAR,kisa1266,
KISI,KISI,sout2778,
KISI_2,KISI_2,kisi1243,
KISSI,KISSI,nort2765,
KITABWA,KITABWA,taab1238,
KITANEMUK,KITANEMUK,kita1252,
KITJA,KITJA,kitj1240,
KITSAI,KITSAI,kits1249,
KITUBA,KITUBA,kitu1245,
KIWAI_SOUTHERN,KIWAI_SOUTHERN,sout2949,
KLAMATH,KLAMATH,klam1254,
KLAO,KLAO,klao1243,
KLINGON,KLINGON,klin1234,
KLON,KLON,kelo1247,
KO,KO,kuoo1238,
KO1,KO1,kooo1244,
KOASATI,KOASATI,koas1236,
KOBIANA,KOBIANA,kobi1241,
KOBON,KOBON,kobo1249,
KODA,KODA,koda1236,
KODAVA,KODAVA,koda1255,
KODEOHA,KODEOHA,kode1237,
KOENOEM,KOENOEM,koen1239,
KOFEI,KOFEI,kofe1239,
KOFYAR,KOFYAR,kofy1242,
KOGUI,KOGUI,cogu1240,
KOGUMAN,KOGUMAN,kobo1248,
KOHUMONO,KOHUMONO,kohu1244,
KOI,KOI,koii1238,
KOIARI,KOIARI,gras1249,
KOIRENG,KOIRENG,koir1240,
KOITA,KOITA,koit1244,
KOIWAT,KOIWAT,koiw1243,
KOKAMA,KOKAMA,coca1259,
KOKATA,KOKATA,koka1244,
KOKE,KOKE,koke1240,
KOKODA_KASUWERI,KOKODA_KASUWERI,koko1265,
KOKOTA,KOKOTA,koko1269,
KOKO_YALANDJI,KOKO_YALANDJI,kuku1273,
KOK_BOROK_2,KOK_BOROK_2,kokb1239,
KOL,KOL,kolc1235,
KOLAMI,KOLAMI,nort2699,
KOLBILA,KOLBILA,kolb1240,
KOLOM,KOLOM,kolo1267,
KOLUM_SO,KOLUM_SO,momb1254,
KOLUWAWA,KOLUWAWA,kolu1245,
KOLYMA_YUKAGIR,KOLYMA_YUKAGIR,sout2750,
KOL_PNG,KOL_PNG,kolp1236,
KOM,KOM,komc1235,
KOMA,KOMA,komo1258,
KOMBA,KOMBA,komb1273,
KOMBAI,KOMBAI,komb1274,
KOMBIO,KOMBIO,komb1272,
KOMERING,KOMERING,kome1238,
KOMI_PERMYAK,KOMI_PERMYAK,komi1269,
KOMI_ZYRIAN,KOMI_ZYRIAN,komi1268,
KOMNZO,KOMNZO,wara1294,
KOMO,KOMO,komo1260,
KOMSO,KOMSO,kons1243,
KOMYANDARET,KOMYANDARET,komy1238,
KOM_INDIA,KOM_INDIA,komi1270,
KONAI,KONAI,kona1242,
KONDA_2,KONDA_2,kond1303,
KONDO,KONDO,ulum1237,
KONERAWSCH,KONERAWSCH,kone1241,
KONGO_SAN_SALVADOR,KONGO_SAN_SALVADOR,sans1272,
KONIBO,KONIBO,ship1254,
KONJA_NDUNG,KONJA_NDUNG,kwan1276,
KONJO,KONJO,coas1295,
KONKANI,KONKANI,konk1267,
KONKOMBA,KONKOMBA,konk1269,
KONNI,KONNI,konn1242,
KONO,KONO,kono1268,
KONYAK,KONYAK,kony1248,
KONYANKA_MANINKA,KONYANKA_MANINKA,kony1250,
KONZO,KONZO,konz1239,
KOONGO,KOONGO,koon1244,
KOOZIME,KOOZIME,koon1245,
KOPAR,KOPAR,kopa1248,
KOPKAKA,KOPKAKA,kopk1238,
KORAFE_YEGHA,KORAFE_YEGHA,kora1294,
KORAGA_KORRA,KORAGA_KORRA,korr1238,
KORAK,KORAK,kora1296,
KORANA,KORANA,kora1292,
KORANDJE,KORANDJE,kora1291,
KOREAN,KOREAN,kore1280,
KOREGUAJE,KOREGUAJE,kore1283,
KORESH_E_ROSTAM,KORESH_E_ROSTAM,kore1279,
KORKU,KORKU,kork1243,
KORLAI,KORLAI,korl1238,
KORO,KORO,koro1308,
KOROBORO_SENNI,KOROBORO_SENNI,koyr1242,
KOROKAN,KOROKAN,koro1306,
KOROMFE,KOROMFE,koro1298,
KORONI,KORONI,koro1311,
KOROP,KOROP,koro1304,
KOROWAI,KOROWAI,koro1312,
KORO_INDIA,KORO_INDIA,koro1316,
KORUPUN_SELA,KORUPUN_SELA,koru1245,
KORWA,KORWA,korw1242,
KORYAK,KORYAK,kory1246,
KOSARE,KOSARE,kosa1251,
KOSHIN,KOSHIN,kosh1246,
KOTA,KOTA,kota1274,
KOTAFON_GBE,KOTAFON_GBE,kota1272,
KOTA_INDIA,KOTA_INDIA,kota1263,
KOTI,KOTI,koti1238,
KOTT,KOTT,kott1239,
KOVAI,KOVAI,kova1243,
KOVE,KOVE,kove1237,
KOWAKI,KOWAKI,kowa1245,
KOWIAI,KOWIAI,kowi1239,
KOYA,KOYA,ngom1270,
KOYA_INDIA,KOYA_INDIA,koya1251,
KOYRA,KOYRA,koor1239,
KOYRA_CHIINI,KOYRA_CHIINI,koyr1240,
KOYUKON,KOYUKON,koyu1237,
KOY_SANJAQ_SURAT,KOY_SANJAQ_SURAT,koys1242,
KO_WINYE,KO_WINYE,winy1241,
KPAGUA,KPAGUA,kpag1238,
KPAN,KPAN,kpan1246,
KPASAM,KPASAM,kpas1242,
KPELLE,KPELLE,libe1247,
KPELLE_GUINEA,KPELLE_GUINEA,guin1254,
KRACHE,KRACHE,krac1238,
KRAHO,KRAHO,krah1246,
KRENAK,KRENAK,kren1239,
KREYE,KREYE,krey1238,
KRIM,KRIM,krim1238,
KRIO,KRIO,krio1253,
KROBU,KROBU,krob1245,
KRUMAN,KRUMAN,tepo1239,
KRUMEN_PYE,KRUMEN_PYE,pyek1235,
KRYZ,KRYZ,kryt1240,
KSINMUL,KSINMUL,puoc1238,
KUA,KUA,kuaa1238,
KUALAN,KUALAN,sema1269,
KUBI,KUBI,kubi1239,
KUBO,KUBO,kubo1242,
KUBU,KUBU,kubu1239,
KUCU_WELA_ANKUTCU,KUCU_WELA_ANKUTCU,nkut1238,
KUDMALI,KUDMALI,kudm1238,
KUDU_CAMO,KUDU_CAMO,kudu1241,
KUGAMA,KUGAMA,kuga1239,
KUI,KUI,kuii1252,
KUIKURO,KUIKURO,kuik1246,
KUI_INDONESIA,KUI_INDONESIA,kuii1253,
KUJARKE,KUJARKE,kuja1239,
KUK,KUK,kukk1239,
KUKELE,KUKELE,kuke1242,
KUKU,KUKU,bari1284,
KUKU_UWANH,KUKU_UWANH,kuku1280,
KUKWO,KUKWO,urim1252,
KULA,KULA,kula1280,
KULANGO_BOUNA,KULANGO_BOUNA,boun1243,
KULERE,KULERE,kule1247,
KULINA_PANO,KULINA_PANO,kuli1255,
KULISUSU,KULISUSU,kuli1254,
KULLO,KULLO,dawr1236,
KULU,KULU,ikul1238,
KULUNG,KULUNG,kulu1253,
KULUNG_NIGERIA,KULUNG_NIGERIA,kulu1255,
KUMAN,KUMAN,kuma1280,
KUMAN_UGANDA,KUMAN_UGANDA,kuma1275,
KUMARBHAG_PAHARIA,KUMARBHAG_PAHARIA,kuma1274,
KUMARU,KUMARU,kuma1278,
KUMAUNI,KUMAUNI,kuma1273,
KUMBA,KUMBA,kumb1238,
KUMBEWAHA,KUMBEWAHA,kumb1274,
KUMUKIO,KUMUKIO,kumu1247,
KUMYK,KUMYK,kumy1244,
KUMZARI,KUMZARI,kumz1235,
KUNA_YALA_SAN_BLAS,KUNA_YALA_SAN_BLAS,sanb1242,
KUNDA,KUNDA,kund1255,
KUNG,KUNG,kung1261,
KUNGGARI,KUNGGARI,kung1258,
KUNI,KUNI,kuni1263,
KUNIMAIPA,KUNIMAIPA,kuni1267,
KUNJEN,KUNJEN,kunj1245,
KUNKARAKANY,KUNKARAKANY,kung1259,
KUNYI,KUNYI,kuny1238,
KUNZA,KUNZA,kunz1244,
KUOT,KUOT,kuot1243,
KUPA,KUPA,kupa1238,
KUPANG_MALAY,KUPANG_MALAY,kupa1239,
KUPSAPIINY,KUPSAPIINY,kups1238,
KURAMA,KURAMA,kura1249,
KURANKO,KURANKO,kura1250,
KURDISH_CENTRAL,KURDISH_CENTRAL,cent1972,
KURI,KURI,kuri1260,
KURIA,KURIA,kuri1259,
KURONDI,KURONDI,tumt1243,
KURRAMA,KURRAMA,kurr1243,
KURTOP,KURTOP,kurt1248,
KURUAYA,KURUAYA,kuru1309,
KURUDU,KURUDU,kuru1305,
KURUKH,KURUKH,kuru1302,
KURUMBA_ALU,KURUMBA_ALU,aluk1238,
KURUX_NEPALI,KURUX_NEPALI,nepa1253,
KUSAGHE,KUSAGHE,kusa1251,
KUSAIE,KUSAIE,kosr1238,
KUSAL,KUSAL,kusa1250,
KUSHI,KUSHI,kush1236,
KUSU,KUSU,kusu1252,
KUSUNDA,KUSUNDA,kusu1250,
KUTCHIN,KUTCHIN,gwic1235,
KUTENAI,KUTENAI,kute1249,
KUTEP,KUTEP,kute1248,
KUTONG_SAKAM,KUTONG_SAKAM,saka1292,
KUTU,KUTU,kutu1263,
KUUKU_YAU,KUUKU_YAU,kuuk1238,
KUVI,KUVI,kuvi1243,
KUWAA,KUWAA,kuwa1247,
KUWAATAAY,KUWAATAAY,kuwa1246,
KUWAITI_ARABIC,KUWAITI_ARABIC,gulf1241,
KUY,KUY,kuyy1240,
KWAAMI,KWAAMI,kwaa1269,
KWADI,KWADI,kwad1244,
KWADZA,KWADZA,kwad1248,
KWAI,KWAI,gula1270,
KWAIO,KWAIO,kwai1243,
KWAKUM,KWAKUM,kwak1266,
KWAKWALA,KWAKWALA,kwak1269,
KWAMBI,KWAMBI,kwam1251,
KWAMERA_ISIAI,KWAMERA_ISIAI,kwam1252,
KWANGA,KWANGA,kwan1278,
KWANGALI,KWANGALI,kwan1273,
KWANKA,KWANKA,vagh1247,
KWANYAMA,KWANYAMA,kuan1247,
KWARAAE,KWARAAE,kwar1239,
KWATO,KWATO,kwat1244,
KWAYA,KWAYA,kway1241,
KWAZA,KWAZA,kwaz1243,
KWA_CAMEROON,KWA_CAMEROON,kwaa1265,
KWA_NIGERIA,KWA_NIGERIA,kwaa1262,
KWEGU,KWEGU,kweg1241,
KWEL,KWEL,bekw1242,
KWER,KWER,kwer1265,
KWERBA_AIRMATI,KWERBA_AIRMATI,nucl1595,
KWERBA_KAUWERAWET_I,KWERBA_KAUWERAWET_I,kauw1242,
KWERBA_MAMBERAMO,KWERBA_MAMBERAMO,kwer1263,
KWERISA,KWERISA,kwer1264,
KWESE,KWESE,kwes1244,
KWESTEN,KWESTEN,kwes1245,
KWINSU,KWINSU,kwin1242,
KWINTI,KWINTI,kwin1243,
KWOLL,KWOLL,irig1241,
KWOMA,KWOMA,kwom1262,
KWOMTARI,KWOMTARI,nucl1593,
KXOE,KXOE,kxoe1243,
KYAK,KYAK,kyak1243,
KYAKA_ENGA,KYAKA_ENGA,kyak1244,
KYENGA,KYENGA,kyen1242,
KYIRONG,KYIRONG,kyer1238,
KYRGYZ,KYRGYZ,kirg1245,
L221_LWALWA_2,L221_LWALWA_2,lwal1238,
L35_SANGA,L35_SANGA,sang1331,
L51_SALAMPASU,L51_SALAMPASU,sala1268,
LAADI,LAADI,laar1238,
LAAL,LAAL,laal1242,
LAALI_TEKE_2,LAALI_TEKE_2,teke1277,
LAA_LAA_BWAMU,LAA_LAA_BWAMU,laal1241,
LABI,LABI,labi1244,
LABIR,LABIR,labi1245,
LABO,LABO,labo1244,
LABU,LABU,labu1248,
LACANDON,LACANDON,laca1243,
LACHI,LACHI,lach1248,
LACHIXIO_ZAPOTEC,LACHIXIO_ZAPOTEC,lach1249,
LADAKHI,LADAKHI,lada1244,
LAGWAN,LAGWAN,lagw1237,
LAHA,LAHA,laha1250,
LAHANAN,LAHANAN,laha1253,
LAHU,LAHU,lahu1253,
LAIYOLO,LAIYOLO,laiy1246,
LAK,LAK,lakk1252,
LAKHER_MARA,LAKHER_MARA,mara1382,
LAKKJA,LAKKJA,lakk1238,
LAKONA,LAKONA,lako1245,
LAKOTA,LAKOTA,lako1247,
LALA,LALA,lala1268,
LALA_NIGERIA,LALA_NIGERIA,lala1261,
LALO,LALO,xish1235,
LAMA,LAMA,lama1275,
LAMAHOLOT_ILE_MANDIRI,LAMAHOLOT_ILE_MANDIRI,lama1277,
LAMALAMA_INLAND,LAMALAMA_INLAND,lamu1254,
LAMALERA,LAMALERA,lama1278,
LAMANG_HITKALANCHI,LAMANG_HITKALANCHI,lama1288,
LAMANI,LAMANI,lamb1269,
LAMASONG,LAMASONG,lava1239,
LAMBA,LAMBA,lamb1271,
LAMBOYA,LAMBOYA,lamb1273,
LAMBYA,LAMBYA,lamb1272,
LAME,LAME,lame1257,
LAMENU,LAMENU,lame1260,
LAMETIN,LAMETIN,mere1242,
LAMMA,LAMMA,lamm1241,
LAMNSOQ,LAMNSOQ,lamn1239,
LAMOGAI,LAMOGAI,lamo1244,
LAMPANGLAMET,LAMPANGLAMET,lame1256,
LAMPANG_THAI,LAMPANG_THAI,nort2740,
LAMPUNG,LAMPUNG,lamp1243,
LAMPUNG_NYO_MELINTING,LAMPUNG_NYO_MELINTING,lamp1242,
LANDOMA,LANDOMA,land1256,
LANGA,LANGA,opuu1239,
LANGALANGA,LANGALANGA,wala1266,
LANGAM,LANGAM,lang1328,
LANGANYAN,LANGANYAN,lege1241,
LANGA_MBOLE_BAMBULI,LANGA_MBOLE_BAMBULI,mbol1247,
LANGBA,LANGBA,sout2787,
LANGBASI,LANGBASI,lang1318,
LANGO,LANGO,lang1324,
LANI,LANI,west2594,
LANOH,LANOH,lano1248,
LAO,LAO,laoo1244,
LARA,LARA,rara1235,
LARAOS,LARAOS,yauy1235,
LARESTANI,LARESTANI,lari1253,
LAREVAT,LAREVAT,lare1249,
LARIKE_WAKASIHU,LARIKE_WAKASIHU,lari1255,
LARRAKIA,LARRAKIA,lara1258,
LARTEH,LARTEH,lart1238,
LARU_NIGERIA,LARU_NIGERIA,laru1238,
LARU_SUDAN,LARU_SUDAN,laro1243,
LASALIMU,LASALIMU,lasa1237,
LASGERDI,LASGERDI,lasg1238,
LASHI,LASHI,lash1243,
LASI,LASI,lasi1242,
LATE_EGYPTIAN,LATE_EGYPTIAN,late1256,
LATIN,LATIN,lati1261,
LATVIAN,LATVIAN,stan1325,
LATVIAN_ROMANI,LATVIAN_ROMANI,balt1257,
LAU,LAU,lauu1247,
LAUA,LAUA,laua1245,
LAUJE,LAUJE,lauj1238,
LAVEH,LAVEH,lave1249,
LAVUKALEVE,LAVUKALEVE,lavu1241,
LAWANGAN,LAWANGAN,lawa1257,
LAWA_LA_UP,LAWA_LA_UP,west2396,
LAWI,LAWI,lawi1235,
LAZ,LAZ,lazz1240,
LEALAO_CHINANTEC,LEALAO_CHINANTEC,leal1235,
LEFA,LEFA,lefa1242,
LEGA,LEGA,lega1249,
LEGA_MWENGA,LEGA_MWENGA,lega1250,
LEGBO,LEGBO,legb1242,
LEHALI,LEHALI,leha1243,
LEHALURUP,LEHALURUP,leha1244,
LEHAR,LEHAR,leha1242,
LEINONG,LEINONG,lein1237,
LEIPON,LEIPON,leip1237,
LEKE,LEKE,bomi1238,
LEKO,LEKO,leco1242,
LELA,LELA,clel1238,
LELAK,LELAK,lela1246,
LELAU,LELAU,leel1242,
LELE,LELE,lele1270,
LELEPA,LELEPA,lele1267,
LELE_CHAD,LELE_CHAD,lele1276,
LELE_GUINEA,LELE_GUINEA,lele1266,
LEMERIG,LEMERIG,leme1238,
LEMIO,LEMIO,lemi1243,
LEMOLANG,LEMOLANG,lemo1243,
LEMORO,LEMORO,lemo1242,
LEMO_BAJAU,LEMO_BAJAU,indo1317,
LENAKEL_LENAUKAS,LENAKEL_LENAUKAS,lena1238,
