Glottocode	Doculect
wara1292	WARA
wara1294	KOMNZO
wara1299	SOUTHERN_SORSOGON
wara1300	WARAY_WARAY
wara1302	SUMO
wara1303	WARAO
ward1246	WARDAMAN
ware1253	WAREMBORI
wari1264	WARITAI
wari1266	WARIS
wari1268	PAKAANOVA
warj1242	WAR_JAINTIA
warj1253	WARJI
wark1247	WARKAJ
warl1254	WARLPIRI
warl1256	WARLUWARA
warn1244	WARNANG
waro1242	WAROPEN
warr1255	WARGAMAY
waru1264	WARUNGU
waru1265	WARUMUNGU
waru1266	WARU
waru1267	WARUNA
wase1252	WASEMBO
wash1253	WASHO
wask1241	WASKIA
wata1253	WATAM_2
wath1238	WATHAWURRUNG
watu1247	WATUBELA
waur1244	WAURA
wauy1237	WAUYAI
wawa1246	WAWA
wawo1239	WAWONII
waya1269	WAYANA
waya1270	WAYAMPI
wayu1241	HAYU
wayu1243	WAYUU
weda1241	WEDAU
wehh1238	WEH
weje1237	WEJEWA
wels1246	WELSH_ROMANI
wels1247	WELSH
wemb1241	WEMBAWEMBA
weno1238	WOBE
wers1238	WERSING_2
west2354	FRISIAN_WESTERN
west2361	YIDDISH_WESTERN
west2368	BALOCHI_WESTERN
west2369	PERSIAN
west2386	WESTERN_PANJABI_SHAHPUR
west2392	HILL_MARI
west2396	LAWA_LA_UP
west2397	BRU_WESTERN_UNNAMEDINSOURCE
west2402	WEST_YUGUR
west2408	WESTERN_MURIA
west2409	KAYAH_WESTERN
west2415	WESTERN_TAMANG
west2418	WESTERN_MAGAR
west2420	TAKA_KHAM
west2430	WESTERN_XIANGXI_HMONG
west2441	WESTERN_ARRERNTE
west2450	WEST_CENTRAL_LIMBA_2
west2454	FULA_NIGER_BURKINA_FASO
west2458	WOJO
west2465	SISAALA_WESTERN
west2466	WESTERN_KARABORO
west2500	MALINKE
west2513	WEST_AMBAE
west2519	WAYAN_FIJIAN
west2538	NGAIBOR
west2548	WEST_DAMAR
west2555	MANOBO_WESTERN_BUKIDNON
west2557	SUBANON_SIOCON
west2563	WESTERN_PENAN
west2564	LONG_TERAWAN_BERAWAN
west2594	LANI
west2599	KEWA
west2600	TAGONO
west2615	SAN_CARLOS
west2618	KANGIRYUARMIUTUN
west2624	NAHUATL_COXCATLAN
west2630	ABNAKI_WESTERN
west2632	ACOMA_KERES
west2635	ACATECO_SAN_MIGUEL_ACATAN
west2644	CHATINO_WESTERN_HIGHLAND
west2650	CHAM_WESTERN
west2721	MECHA_OROMO
west2763	WESTERN_NEO_ARAMAIC
west2778	NAHUATL_SAN_AGUSTIN_DE_BUENAVENTURA
weta1242	WETAMUT
whit1266	WHITE_LACHI
whit1267	JUDU_GELAO
whit1269	WHITESANDS_LONIEL
wiar1238	MANDI_PAPUANG
wich1260	WICHITA
wich1263	WICHI_LHAMTES_VEJOZ
wich1264	MATACO
wikm1247	WIK_MUNGKAN
wikn1245	WIK_NGATHAN
winy1241	KO_WINYE
wipi1242	UME
wira1262	WIRADHURI
wira1265	WIRANGU
wiru1244	WIRU
wiyo1248	WIYOT
woge1237	WOGEO
woii1237	WOI
woiw1237	WOIWURRUNG
woje1238	WOJENEKAKAN
wola1242	WOLAYTTA
wola1253	WALANI_SILTE
wole1240	WOLEAIAN
woli1241	WOLIO
womo1238	WOMO
womp1235	WOM
wong1246	WANGKUMARA
wong1247	WONGO
wori1245	WORIMI
woro1256	WORODUGUKAKAN
worr1237	WORRORRA
wota1240	WOTAPURI_KATARQALAI
wotu1240	WOTU
woun1238	WOUNAAN
wuch1236	WU_CHONGMING
wudi1238	WUDING_LUQUAN_YI
wudu1238	WUDU
wulg1239	WULGURU
wuli1242	WULIWULI
wumb1242	WUMBVU
wusa1235	DAFANG
wush1238	WUSHI
wusi1237	WUSI_MANA
wutu1244	WUTUNG
wuvu1239	WUVULU
wuzl1236	WUZLAM
wyan1247	WYANDOT
wymy1235	WYMYSORYS
xaas1235	XAASONGAXANGO
xamm1241	KAM_KA_KE
xamt1239	XAMTANGA
xana1235	XANAGUIA_ZAPOTEC
xara1244	XARACUU
xava1240	XAVANTE_2
xere1240	XERENTE
xeta1241	XETA
xhos1239	MPONDOMISE
xian1251	XIANG
xibe1242	XIBE
xico1235	XICOTEPEC_TOTONAC
xinc1247	XINCA
xing1248	ASURINI_XINGU
xipa1240	XIPAYA
xiri1243	BAHUANA
xish1235	LALO
xokl1240	XOKLENG
yaak1241	MOGOGODO
yaba1248	YABARANA
yabe1254	YABEM
yabe1255	YABEN
yabo1240	YABONG
yaey1239	YAEYAMA
yafi1240	JAFI
yaga1260	YAGARIA
yagn1238	YAGHNOBI
yagu1244	YAGUA_2
yagw1240	YAGWOIA
yaha1247	YAHANG
yahu1241	YAHUNA
yaka1269	YAKA_PELENDE
yaka1272	YAKA_AXK
yaka1274	IYAA
yaka1275	YAKAIKEKE
yaka1277	YAKAN
yaki1237	YAKIMA
yako1252	YAKOMA_2
yaku1245	SAKHA_2
yala1262	YALARNNGA
yala1267	ZAPOTEC_YALALAG
yalu1240	YALUNKA
yama1260	YAMAP
yama1264	YAMANA
yamb1251	YAMBA
yamb1252	YAMBETA
yamb1254	YAMBES
yamd1240	YAMDENA
yami1254	YAMI
yami1256	YAMINAWA
yamp1242	YAMPHU
yana1271	YANA
yand1253	YANDRUWANDHA
yand1257	YANDA
yane1238	AMUESHA
yang1288	YANGMAN
yang1290	YANGKAM
yang1293	YANGBEN
yang1296	AIKU
yang1297	YANGUM_DEY
yang1298	YANGULAM
yank1247	PITJANTJATJARA_YANKUNTJATJARA
yann1237	YANANGO
yano1261	YANOMAME
yano1262	YANOMAM
yans1239	NSAMBAAN
yany1243	YANYUWA
yaoo1241	CIYAWO
yaos1235	ASMAT_YAOSAKOR
yaou1238	YAURE
yape1248	YAPESE
yapu1240	YERI
yaqa1246	JAKAJ
yaqu1251	YAQUI
yara1250	YARAWATA
yare1248	YAREBA
yare1249	YARENI_ZAPOTEC
yasa1242	YASA
yatz1235	ZAPOTEC_YATZACHI
yaul1241	ULWA_PNG
yaum1237	NUNGON
yaur1239	YAUR
yauy1235	LARAOS
yavi1244	YAVITERO
yawa1260	YAWANAWA
yawa1261	YAWALAPITI
yawe1241	YABIYUFA
yawu1244	YAWURU
yayg1236	YAYGIR
yazg1240	YAZGULYAM
yecu1235	TOTONAC_MISANTLA
yeii1239	YEY
yela1238	YELA_KELA
yele1255	YELETNYE
yelm1242	YELMEK
yelo1243	YELOGU
yemb1246	YEMBA
yems1235	JANJERO
yend1241	YENDANG
yera1243	YERAKAI_2
yere1243	YERETUAR
yero1238	YERONG
yeru1240	YERUKULA
yesk1239	NYANKPA
yess1239	YESSAN_MAYO
yetf1238	BIKSI_BIAS
yeyi1239	SHIYEYI
yidg1240	YIDGHA
yidi1250	YIDINY
yill1241	YIR
yima1243	YIMAS_3
yimc1240	NAGA_YIMCHUNGRU
yinb1236	KAREN_YINBAW
yint1235	KAREN_YINTALE
yoba1237	YOBA
yoco1235	DIDA_YOCOBOUE
yoga1237	YOGAD
yoid1240	YOIDIK
yoku1256	YOKUTS_UNKNOWN
yomb1244	YOMBE_2
yomm1242	YOM
yona1241	YONAGUNI
yong1275	SHANGSI_YONGNAN_ZHUANG
yong1276	WUMING_YONGBEI_ZHUANG
yong1277	YONG
yong1280	YONGGOM_2
yopn1238	YOPNO
yoro1243	YORON
yort1237	YORTA_YORTA
yoru1245	OKA
yoso1239	YOSONDUA_MIXTEC
yott1234	YOTI
youl1235	JINO
youn1235	YOUNUO_BUNU
yoyy1238	TAI_PO_AI
yuca1254	MAYA_YUCATECA
yuch1247	YUCHI
yucu1253	YUCUNA
yuec1235	CANTONESE
yuga1244	YUGAMBAL
yugh1239	YUGH
yuhu1238	YUHUP
yuki1243	YUKI
yukp1241	YUKPA
yuku1243	YUKUBEN
yulu1243	YULU
yuqu1240	YUQUI
yura1255	YURACARE
yuro1248	YUROK
yuru1263	YURUTI
yuwa1244	YUWANA_2
zaba1237	ZABANA
zaca1241	NAHUATL_CUACUILA_HUAUCHINANGO
zaca1242	ZACATEPEC_CHATINO
zagh1240	BERIA
zaiw1241	ZAIWA
zana1238	ZANAKI
zand1248	ZANDE_2
zang1255	SOOR
zapa1253	ZAPARO
zara1247	ZALAMO
zari1242	ZARI
zarm1239	ZARMA
zays1235	ZERGULLA
zayy1238	ZWAY
zaza1245	ZAZAO
zeem1242	DYARIM
zeeu1238	ZEEUWS
zemb1238	B312_HIMBA
zeme1240	NAGA_ZEME
zena1237	ZENAG
zena1248	ZENAGA_2
zhab1238	ZHABA
ziaa1250	ZIA
zigu1244	ZIGULA
zimb1251	ZIMBA
zinz1238	ZINZA
zire1244	ZIRENKEL
zizi1238	ZIZILIVAKAN
zoog1238	ZAPOTEC_ZOOGOCHO
zulg1242	ZULGO
zulu1248	ZULU
zuni1245	ZUNI
zuoj1238	LONGZHOU_ZHUANG
zyph1238	CHIN_ZYPHE
